Rank,Player,Profile URL
1,柯洁,https://www.goratings.org/zh/../../zh/players/1195.html
2,朴廷桓,https://www.goratings.org/zh/../../zh/players/1090.html
3,时越,https://www.goratings.org/zh/../../zh/players/449.html
4,李世石,https://www.goratings.org/zh/../../zh/players/5.html
5,金志锡,https://www.goratings.org/zh/../../zh/players/862.html
6,芈昱廷,https://www.goratings.org/zh/../../zh/players/1155.html
7,柁嘉熹,https://www.goratings.org/zh/../../zh/players/433.html
8,陈耀烨,https://www.goratings.org/zh/../../zh/players/297.html
9,连笑,https://www.goratings.org/zh/../../zh/players/1082.html
10,周睿羊,https://www.goratings.org/zh/../../zh/players/381.html
11,江维杰,https://www.goratings.org/zh/../../zh/players/964.html
12,井山裕太,https://www.goratings.org/zh/../../zh/players/601.html
13,姜东润,https://www.goratings.org/zh/../../zh/players/313.html
14,檀啸,https://www.goratings.org/zh/../../zh/players/995.html
15,李钦诚,https://www.goratings.org/zh/../../zh/players/1282.html
16,唐韦星,https://www.goratings.org/zh/../../zh/players/897.html
17,范廷钰,https://www.goratings.org/zh/../../zh/players/1194.html
18,朴永训,https://www.goratings.org/zh/../../zh/players/125.html
19,王檄,https://www.goratings.org/zh/../../zh/players/76.html
20,古力,https://www.goratings.org/zh/../../zh/players/179.html
21,崔哲瀚,https://www.goratings.org/zh/../../zh/players/161.html
22,辜梓豪,https://www.goratings.org/zh/../../zh/players/1253.html
23,杨鼎新,https://www.goratings.org/zh/../../zh/players/1193.html
24,黄云嵩,https://www.goratings.org/zh/../../zh/players/1232.html
25,李东勋,https://www.goratings.org/zh/../../zh/players/1259.html
26,邱峻,https://www.goratings.org/zh/../../zh/players/45.html
27,彭立尧,https://www.goratings.org/zh/../../zh/players/993.html
28,申真谞,https://www.goratings.org/zh/../../zh/players/1313.html
29,范蕴若,https://www.goratings.org/zh/../../zh/players/1207.html
30,童梦成,https://www.goratings.org/zh/../../zh/players/1250.html
31,罗玄,https://www.goratings.org/zh/../../zh/players/1197.html
32,元晟溱,https://www.goratings.org/zh/../../zh/players/114.html
33,谢尔豪,https://www.goratings.org/zh/../../zh/players/1276.html
34,古灵益,https://www.goratings.org/zh/../../zh/players/178.html
35,陶欣然,https://www.goratings.org/zh/../../zh/players/1101.html
36,孟泰龄,https://www.goratings.org/zh/../../zh/players/410.html
37,李映九,https://www.goratings.org/zh/../../zh/players/303.html
38,李轩豪,https://www.goratings.org/zh/../../zh/players/1175.html
39,李志贤,https://www.goratings.org/zh/../../zh/players/1166.html
40,洪性志,https://www.goratings.org/zh/../../zh/players/340.html
41,金明训,https://www.goratings.org/zh/../../zh/players/1364.html
42,安成浚,https://www.goratings.org/zh/../../zh/players/1173.html
43,杨楷文,https://www.goratings.org/zh/../../zh/players/1283.html
44,赵汉乘,https://www.goratings.org/zh/../../zh/players/99.html
45,丁浩,https://www.goratings.org/zh/../../zh/players/1511.html
46,孙腾宇,https://www.goratings.org/zh/../../zh/players/967.html
47,周贺玺,https://www.goratings.org/zh/../../zh/players/1152.html
48,尹峻相,https://www.goratings.org/zh/../../zh/players/267.html
49,金庭贤,https://www.goratings.org/zh/../../zh/players/1176.html
50,邬光亚,https://www.goratings.org/zh/../../zh/players/458.html
51,卞相壹,https://www.goratings.org/zh/../../zh/players/1290.html
52,胡耀宇,https://www.goratings.org/zh/../../zh/players/184.html
53,许嘉阳,https://www.goratings.org/zh/../../zh/players/1399.html
54,白洪淅,https://www.goratings.org/zh/../../zh/players/315.html
55,蔡竞,https://www.goratings.org/zh/../../zh/players/1108.html
56,廖行文,https://www.goratings.org/zh/../../zh/players/1045.html
57,党毅飞,https://www.goratings.org/zh/../../zh/players/1135.html
58,河野临,https://www.goratings.org/zh/../../zh/players/182.html
59,李喆,https://www.goratings.org/zh/../../zh/players/327.html
60,安国铉,https://www.goratings.org/zh/../../zh/players/1210.html
61,钟文靖,https://www.goratings.org/zh/../../zh/players/467.html
62,许映皓,https://www.goratings.org/zh/../../zh/players/278.html
63,安冬旭,https://www.goratings.org/zh/../../zh/players/1148.html
64,张涛,https://www.goratings.org/zh/../../zh/players/1051.html
